epoch,acc,loss,val_acc,val_loss
0,0.2345679012345679,2.708985117147882,0.3888888888888889,3.4208604013103816
1,0.28835978835978837,2.1017256990490676,0.3888888888888889,3.564565914344885
2,0.281305114638448,2.1122973961164315,0.07142857142857142,14.380149351150196
3,0.2583774250440917,2.2807890626452405,0.3333333333333333,9.237686216068365
4,0.2998236331569665,2.036146020290082,0.3888888888888889,2.2690325445599027
5,0.34832451499118167,1.905114012617598,0.3888888888888889,2.157189460500838
6,0.3421516754850088,1.9270322804340874,0.3888888888888889,1.8453115948608942
7,0.31128747795414463,2.021749776114613,0.3888888888888889,2.1794090233151873
8,0.29894179894179895,2.0422661559265336,0.3888888888888889,2.2556834552023144
9,0.35714285714285715,1.8715296927543859,0.42857142857142855,2.07244534719558
10,0.35714285714285715,1.8773629899010247,0.3888888888888889,2.13387085710253
11,0.3509700176366843,1.9208067892089722,0.3888888888888889,2.1126171530239164
12,0.37389770723104054,1.8583372008076802,0.3412698412698413,2.094977385467953
13,0.4074074074074074,1.7989555402171045,0.19047619047619047,3.338553249954231
14,0.40828924162257496,1.7345215719229357,0.36507936507936506,1.9484296441078186
15,0.4126984126984127,1.6975720936491612,0.40476190476190477,1.8929937198048545
16,0.42328042328042326,1.680033879939342,0.3333333333333333,2.1449320571763173
17,0.41358024691358025,1.6899313384444679,0.06349206349206349,2.269489846532307
18,0.4109347442680776,1.6711449287930336,0.20634920634920634,2.3780486555326554
19,0.42416225749559083,1.6451889208371782,0.20634920634920634,2.3251627560645813
20,0.4382716049382716,1.6249187169707937,0.1984126984126984,2.730486396522749
21,0.43033509700176364,1.5984894611670732,0.19047619047619047,2.383063664512029
22,0.43386243386243384,1.595044643545792,0.1984126984126984,3.1836630713845055
23,0.4470899470899471,1.5856754241080673,0.1984126984126984,3.770655484190063
24,0.4576719576719577,1.5754090473645295,0.1984126984126984,4.275016646418306
