epoch,acc,loss,val_acc,val_loss
0,0.340045377197958,1.6695179768985373,0.3596938775510204,1.5232053114747515
1,0.3340896199659671,1.6391448338631085,0.32142857142857145,2.4026061802798386
2,0.34344866704481,1.5764237901368097,0.3622448979591837,1.4482387123363358
3,0.3332387975042541,1.6496417194222412,0.3596938775510204,1.6779896981101863
4,0.340896199659671,1.6029160547424668,0.37755102040816324,1.9345301008780014
5,0.341747022121384,1.6007818262400744,0.36989795918367346,1.6438573942500718
6,0.341747022121384,1.58317835003949,0.4005102040816326,1.6843120833212624
7,0.34458309699376066,1.5838122260262868,0.39540816326530615,1.5344853389019868
8,0.3650028360748724,1.5332217459575872,0.4387755102040816,1.5959783616114636
9,0.37577992058990356,1.519068412093939,0.45918367346938777,1.4580389274930468
10,0.4024390243902439,1.514664253282297,0.4260204081632653,1.4788313329371872
11,0.4055587067498582,1.495567069110533,0.4030612244897959,1.4356479129316855
12,0.38315371525808284,1.5408644616155887,0.336734693877551,6.827822609608129
13,0.3618831537152581,1.5446560105168372,0.07653061224489796,3.2473062488193416
