epoch,acc,loss,val_acc,val_loss
0,0.31508319914117017,1.4295652443148152,0.33261802575107297,1.332898133814079
1,0.31186258722490606,1.4020377896642147,0.33476394849785407,1.3473235299658877
2,0.3215244229736983,1.395528932892374,0.33261802575107297,1.3670611048972658
3,0.3258185721953838,1.395623640353745,0.3369098712446352,1.3317212099169458
4,0.34675254965110036,1.3638345288993592,0.33261802575107297,1.2823109605025835
5,0.43531937734836285,1.2298390643368213,0.4313304721030043,1.221257853661484
6,0.5222758990874933,1.0784701398317365,0.5,1.1320541864460887
7,0.5915190552871712,0.9413152060650378,0.4957081545064378,1.1416493154294758
8,0.6285560923242083,0.8287025277023676,0.48497854077253216,1.1652105543842388
9,0.6752549651100376,0.7071003860312041,0.49356223175965663,1.1572199609418412
10,0.71658615136876,0.6090675110986078,0.4892703862660944,1.2387238099627484
11,0.7783145464304885,0.42578107086450195,0.49141630901287553,1.3667080167485122
12,0.7944176060118089,0.3750198660794018,0.47639484978540775,1.4386200392219066
13,0.8148148148148148,0.32691104299881013,0.48497854077253216,1.4282274274420306
